grantCode,iso3,geography,geoLevel,status,currency,signedUsd,committedUsd,disbursedUsd,periodStart,periodEnd,sourceUrl,retrievedDate
CMR-910-G07-M,CMR,Cameroon,Country,Administratively Closed,USD,73097349.15,73097349.15,73097349.15,2011-01-01,2015-12-31,https://data.theglobalfund.org/grant/CMR-910-G07-M,2026-08-22
CMR-910-G08-M,CMR,Cameroon,Country,Administratively Closed,USD,12794839.21,12794839.21,12794839.21,2011-01-01,2015-12-31,https://data.theglobalfund.org/grant/CMR-910-G08-M,2026-08-22
CMR-M-MOH,CMR,Cameroon,Country,Active,USD,355685341.84,343950312.49,333001417.22,2015-01-01,2026-12-31,https://data.theglobalfund.org/grant/CMR-M-MOH,2026-08-22
COD-809-G07-M,COD,Congo (Democratic Republic),Country,Administratively Closed,USD,72421294.42,72421294.42,72421294.42,2010-01-01,2012-06-30,https://data.theglobalfund.org/grant/COD-809-G07-M,2026-08-22
COD-810-G08-M,COD,Congo (Democratic Republic),Country,Administratively Closed,USD,37690725,37690725,37690725,2010-01-01,2012-03-31,https://data.theglobalfund.org/grant/COD-810-G08-M,2026-08-22
COD-M-MOH,COD,Congo (Democratic Republic),Country,Active,USD,191479414.73,178898651.57,178674869.45,2015-01-01,2026-12-31,https://data.theglobalfund.org/grant/COD-M-MOH,2026-08-22
COD-M-PSI,COD,Congo (Democratic Republic),Country,Administratively Closed,USD,156623302.75,156623302.75,156623302.75,2015-01-01,2017-12-31,https://data.theglobalfund.org/grant/COD-M-PSI,2026-08-22
COD-M-PSI-X,COD,Congo (Democratic Republic),Country,Administratively Closed,USD,90110066.21,90110066.21,90110066.21,2012-07-01,2014-12-31,https://data.theglobalfund.org/grant/COD-M-PSI-X,2026-08-22
COD-M-SANRU,COD,Congo (Democratic Republic),Country,Active,USD,1406072361.09,1357767726.68,1340868094.25,2012-07-01,2026-12-31,https://data.theglobalfund.org/grant/COD-M-SANRU,2026-08-22
COG-810-G03-M,COG,Congo,Country,Administratively Closed,USD,1895254.77,1895254.77,1895254.77,2011-01-01,2013-03-31,https://data.theglobalfund.org/grant/COG-810-G03-M,2026-08-22
COG-810-G04-M,COG,Congo,Country,Administratively Closed,USD,12766330.28,12766330.28,12766330.28,2010-09-01,2013-03-31,https://data.theglobalfund.org/grant/COG-810-G04-M,2026-08-22
COG-M-CRS,COG,Congo,Country,Active,USD,98411548.08,95134140.61,88540142.12,2020-07-16,2026-12-31,https://data.theglobalfund.org/grant/COG-M-CRS,2026-08-22
COL-809-G02-M,COL,Colombia,Country,Administratively Closed,USD,16419427.34,16419427.34,16419427.34,2010-03-01,2015-02-28,https://data.theglobalfund.org/grant/COL-809-G02-M,2026-08-22
COL-809-G03-M,COL,Colombia,Country,Administratively Closed,USD,11370514.86,11370514.86,11370514.86,2010-03-01,2015-02-28,https://data.theglobalfund.org/grant/COL-809-G03-M,2026-08-22
COM-202-G01-M-00,COM,Comoros,Country,Administratively Closed,USD,2279771.29,2279771.29,2279771.29,2004-06-01,2009-11-30,https://data.theglobalfund.org/grant/COM-202-G01-M-00,2026-08-22
COM-810-G03-M,COM,Comoros,Country,In Closure,USD,10626902.9,10626902.9,10626902.9,2010-04-01,2015-09-30,https://data.theglobalfund.org/grant/COM-810-G03-M,2026-08-22
COM-M-PNLP,COM,Comoros,Country,Active,USD,22842441.38,21554521.2,20985859.21,2016-01-01,2027-12-31,https://data.theglobalfund.org/grant/COM-M-PNLP,2026-08-22
CPV-011-G03-M,CPV,Cabo Verde,Country,Administratively Closed,USD,1235231.61,1235231.61,1235231.61,2012-01-01,2015-06-30,https://data.theglobalfund.org/grant/CPV-011-G03-M,2026-08-22
CPV-M-CCSSIDA,CPV,Cabo Verde,Country,Administratively Closed,USD,958655.47,958655.47,958655.47,2015-07-01,2017-12-31,https://data.theglobalfund.org/grant/CPV-M-CCSSIDA,2026-08-22
DJB-607-G02-M,DJI,Djibouti,Country,Administratively Closed,USD,2606317.42,2606317.42,2606317.42,2007-06-01,2012-05-31,https://data.theglobalfund.org/grant/DJB-607-G02-M,2026-08-22
DJI-M-UNDP,DJI,Djibouti,Country,Administratively Closed,USD,9925337.9,9925337.9,9925337.9,2016-01-01,2020-12-31,https://data.theglobalfund.org/grant/DJI-M-UNDP,2026-08-22
DOM-809-G05-M,DOM,Dominican Republic,Country,Administratively Closed,USD,2507880.3,2507880.3,2507880.3,2009-10-01,2014-09-30,https://data.theglobalfund.org/grant/DOM-809-G05-M,2026-08-22
DOM-809-G06-M,DOM,Dominican Republic,Country,Administratively Closed,USD,4635809.24,4635809.24,4635809.24,2009-10-01,2014-09-30,https://data.theglobalfund.org/grant/DOM-809-G06-M,2026-08-22
ECU-809-G04-M,ECU,Ecuador,Country,Administratively Closed,USD,1417882.99,1417882.99,1417882.99,2010-02-01,2015-01-31,https://data.theglobalfund.org/grant/ECU-809-G04-M,2026-08-22
ECU-809-G05-M,ECU,Ecuador,Country,Administratively Closed,USD,6440745,6440745,6440745,2010-02-01,2015-01-31,https://data.theglobalfund.org/grant/ECU-809-G05-M,2026-08-22
ERI-202-G01-M-00,ERI,Eritrea,Country,Administratively Closed,USD,7189936.86,7189936.86,7189936.86,2003-11-28,2008-11-27,https://data.theglobalfund.org/grant/ERI-202-G01-M-00,2026-08-22
ERI-607-G05-M,ERI,Eritrea,Country,Administratively Closed,USD,11053173.23,11053173.23,11053173.23,2007-11-01,2012-10-31,https://data.theglobalfund.org/grant/ERI-607-G05-M,2026-08-22
ERI-910-G07-M,ERI,Eritrea,Country,Administratively Closed,USD,49390714,49390714,49390714,2010-08-01,2015-07-31,https://data.theglobalfund.org/grant/ERI-910-G07-M,2026-08-22
ERI-M-MOH,ERI,Eritrea,Country,Active,USD,87568740.26,84427152.06,74986287.22,2015-07-01,2026-12-31,https://data.theglobalfund.org/grant/ERI-M-MOH,2026-08-22
ETH-202-G02-M-00,ETH,Ethiopia,Country,Administratively Closed,USD,73778090.72,73778090.72,73778090.72,2003-10-01,2009-03-31,https://data.theglobalfund.org/grant/ETH-202-G02-M-00,2026-08-22
ETH-506-G05-M,ETH,Ethiopia,Country,Administratively Closed,USD,131997991.88,131997991.88,131997991.88,2006-07-01,2011-06-30,https://data.theglobalfund.org/grant/ETH-506-G05-M,2026-08-22
ETH-809-G10-M,ETH,Ethiopia,Country,Administratively Closed,USD,289370786.88,289370786.88,289370786.88,2009-11-01,2015-06-30,https://data.theglobalfund.org/grant/ETH-809-G10-M,2026-08-22
ETH-M-FMOH,ETH,Ethiopia,Country,Active,USD,410215871.73,399008747.85,395443649.98,2015-07-01,2027-06-30,https://data.theglobalfund.org/grant/ETH-M-FMOH,2026-08-22
ETH-M-UNICEF,ETH,Ethiopia,Country,Active,USD,601347.22,601347.22,601347.22,2019-07-01,2025-09-30,https://data.theglobalfund.org/grant/ETH-M-UNICEF,2026-08-22
GAB-404-G02-M,GAB,Gabon,Country,Administratively Closed,USD,8476959.93,8476959.93,8476959.93,2005-01-01,2006-12-31,https://data.theglobalfund.org/grant/GAB-404-G02-M,2026-08-22
GAB-506-G03-M,GAB,Gabon,Country,Administratively Closed,USD,4066498.53,4066498.53,4066498.53,2006-08-01,2008-10-31,https://data.theglobalfund.org/grant/GAB-506-G03-M,2026-08-22
GAB-509-G04-M,GAB,Gabon,Country,Administratively Closed,USD,3938823.77,3938823.77,3938823.77,2009-04-01,2011-01-31,https://data.theglobalfund.org/grant/GAB-509-G04-M,2026-08-22
GEO-304-G02-M,GEO,Georgia,Country,Administratively Closed,USD,806300,806300,806300,2004-07-01,2007-06-30,https://data.theglobalfund.org/grant/GEO-304-G02-M,2026-08-22
GEO-607-G04-M,GEO,Georgia,Country,Administratively Closed,USD,2175214.46,2175214.46,2175214.46,2007-07-01,2011-03-31,https://data.theglobalfund.org/grant/GEO-607-G04-M,2026-08-22
GEO-611-G09-M,GEO,Georgia,Country,Administratively Closed,USD,519195.34,519195.34,519195.34,2011-04-01,2012-06-30,https://data.theglobalfund.org/grant/GEO-611-G09-M,2026-08-22
GHA-202-G03-M-00,GHA,Ghana,Country,Administratively Closed,USD,8849490.98,8849490.98,8849490.98,2003-09-01,2008-08-31,https://data.theglobalfund.org/grant/GHA-202-G03-M-00,2026-08-22
GHA-405-G04-M,GHA,Ghana,Country,Administratively Closed,USD,87799326.33,87799326.33,87799326.33,2005-03-01,2012-02-29,https://data.theglobalfund.org/grant/GHA-405-G04-M,2026-08-22
GHA-809-G07-M,GHA,Ghana,Country,Administratively Closed,USD,2288504,2288504,2288504,2010-01-01,2011-12-31,https://data.theglobalfund.org/grant/GHA-809-G07-M,2026-08-22
GHA-809-G08-M,GHA,Ghana,Country,Administratively Closed,USD,54768358,54768358,54768358,2010-01-01,2015-12-31,https://data.theglobalfund.org/grant/GHA-809-G08-M,2026-08-22
GHA-M-AGAMal,GHA,Ghana,Country,Active,USD,83240634.42,83240634.21,82371357.21,2015-03-01,2026-12-31,https://data.theglobalfund.org/grant/GHA-M-AGAMal,2026-08-22
GHA-M-MOH,GHA,Ghana,Country,Active,USD,492455806.45,487242459.59,468404120.39,2011-07-01,2026-12-31,https://data.theglobalfund.org/grant/GHA-M-MOH,2026-08-22
GIN-202-G02-M-00,GIN,Guinea,Country,Administratively Closed,USD,6008064.32,6008064.32,6008064.32,2004-04-01,2009-09-30,https://data.theglobalfund.org/grant/GIN-202-G02-M-00,2026-08-22
GIN-607-G05-M,GIN,Guinea,Country,Administratively Closed,USD,12856132.58,12856132.58,12856132.58,2008-01-01,2010-06-30,https://data.theglobalfund.org/grant/GIN-607-G05-M,2026-08-22
GIN-M-CRS,GIN,Guinea,Country,Active,USD,309164123.84,302194812.67,295488785.24,2012-01-01,2026-12-31,https://data.theglobalfund.org/grant/GIN-M-CRS,2026-08-22
GIN-M-PNLP,GIN,Guinea,Country,Administratively Closed,USD,1610317.23,1610317.23,1610317.23,2012-01-01,2013-12-31,https://data.theglobalfund.org/grant/GIN-M-PNLP,2026-08-22
GMB-304-G02-M,GMB,Gambia,Country,Administratively Closed,USD,14794704,14794704,14794704,2004-10-01,2010-04-30,https://data.theglobalfund.org/grant/GMB-304-G02-M,2026-08-22
GMB-607-G04-M,GMB,Gambia,Country,Administratively Closed,USD,11585192.97,11585192.97,11585192.97,2007-07-01,2012-06-30,https://data.theglobalfund.org/grant/GMB-607-G04-M,2026-08-22
GMB-M-CRS,GMB,Gambia,Country,Administratively Closed,USD,11614018.1,11614018.1,11614018.1,2010-05-01,2018-06-30,https://data.theglobalfund.org/grant/GMB-M-CRS,2026-08-22
GMB-M-MOH,GMB,Gambia,Country,Active,USD,115268736.7,110564949.08,109973447.9,2010-05-01,2027-06-30,https://data.theglobalfund.org/grant/GMB-M-MOH,2026-08-22
GNB-404-G03-M,GNB,Guinea-Bissau,Country,Administratively Closed,USD,2100706.82,2100706.82,2100706.82,2005-01-01,2009-12-31,https://data.theglobalfund.org/grant/GNB-404-G03-M,2026-08-22
GNB-409-G08-M,GNB,Guinea-Bissau,Country,Administratively Closed,USD,593473.82,593473.82,593473.82,2008-07-01,2010-09-30,https://data.theglobalfund.org/grant/GNB-409-G08-M,2026-08-22
GNB-607-G04-M,GNB,Guinea-Bissau,Country,Administratively Closed,USD,3134240.72,3134240.72,3134240.72,2007-12-01,2010-06-30,https://data.theglobalfund.org/grant/GNB-607-G04-M,2026-08-22
GNB-M-MOH,GNB,Guinea-Bissau,Country,Administratively Closed,USD,10338339.16,10338339.16,10338339.16,2010-07-01,2014-06-30,https://data.theglobalfund.org/grant/GNB-M-MOH,2026-08-22
GNB-M-UNDP,GNB,Guinea-Bissau,Country,Active,USD,109240246.17,103562032.65,103345679.25,2013-07-01,2026-12-31,https://data.theglobalfund.org/grant/GNB-M-UNDP,2026-08-22
GNQ-506-G02-M,GNQ,Equatorial Guinea,Country,Administratively Closed,USD,22205169.87,22205169.87,22205169.87,2006-10-01,2011-09-30,https://data.theglobalfund.org/grant/GNQ-506-G02-M,2026-08-22
GTM-405-G02-M,GTM,Guatemala,Country,Administratively Closed,USD,12753600.47,12753600.47,12753600.47,2005-09-01,2010-08-31,https://data.theglobalfund.org/grant/GTM-405-G02-M,2026-08-22
GTM-M-IDB,GTM,Guatemala,Country,Administratively Closed,USD,1883522,1883522,1883522,2020-12-02,2024-12-31,https://data.theglobalfund.org/grant/GTM-M-IDB,2026-08-22
GTM-M-MSPAS,GTM,Guatemala,Country,Active,USD,33064604.48,30945427.48,30706291.49,2011-04-01,2027-12-31,https://data.theglobalfund.org/grant/GTM-M-MSPAS,2026-08-22
GUY-304-G02-M,GUY,Guyana,Country,Administratively Closed,USD,2473300.81,2473300.81,2473300.81,2005-01-01,2011-08-31,https://data.theglobalfund.org/grant/GUY-304-G02-M,2026-08-22
GUY-708-G04-M,GUY,Guyana,Country,Administratively Closed,USD,1207916.46,1207916.46,1207916.46,2009-05-01,2011-08-31,https://data.theglobalfund.org/grant/GUY-708-G04-M,2026-08-22
GUY-M-MOH,GUY,Guyana,Country,Active,USD,7538561.47,6315386.75,6284129.84,2011-09-01,2028-12-31,https://data.theglobalfund.org/grant/GUY-M-MOH,2026-08-22
HND-102-G03-M-00,HND,Honduras,Country,Administratively Closed,USD,7127623.16,7127623.16,7127623.16,2003-05-01,2008-04-30,https://data.theglobalfund.org/grant/HND-102-G03-M-00,2026-08-22
HND-102-G05-M-00,HND,Honduras,Country,Administratively Closed,USD,6564349.35,6564349.35,6564349.35,2008-05-01,2015-04-30,https://data.theglobalfund.org/grant/HND-102-G05-M-00,2026-08-22
HND-M-CHF,HND,Honduras,Country,Active,USD,16933414.52,16024515.61,15750657.12,2015-05-01,2027-12-31,https://data.theglobalfund.org/grant/HND-M-CHF,2026-08-22
HTI-304-G03-M,HTI,Haiti,Country,Administratively Closed,USD,12845540,12845540,12845540,2004-08-01,2009-09-30,https://data.theglobalfund.org/grant/HTI-304-G03-M,2026-08-22
HTI-811-G07-M,HTI,Haiti,Country,Administratively Closed,USD,35883070,35883070,35883070,2011-02-01,2015-12-31,https://data.theglobalfund.org/grant/HTI-811-G07-M,2026-08-22
HTI-M-PSI,HTI,Haiti,Country,Administratively Closed,USD,36251769,36251769,36251769,2016-01-01,2020-12-31,https://data.theglobalfund.org/grant/HTI-M-PSI,2026-08-22
HTI-M-UNDP,HTI,Haiti,Country,Active,USD,63355321.4,58888748.85,58232717.85,2020-06-05,2026-12-31,https://data.theglobalfund.org/grant/HTI-M-UNDP,2026-08-22
IDA-405-G07-M,IND,India,Country,Administratively Closed,USD,56224799,56224799,56224799,2005-07-01,2010-06-30,https://data.theglobalfund.org/grant/IDA-405-G07-M,2026-08-22
IDA-910-G22-M,IND,India,Country,Administratively Closed,USD,8675981,8675981,8675981,2010-10-01,2015-09-30,https://data.theglobalfund.org/grant/IDA-910-G22-M,2026-08-22
IDA-911-G23-M,IND,India,Country,Administratively Closed,USD,20615843.96,20615843.96,20615843.96,2010-10-01,2015-09-30,https://data.theglobalfund.org/grant/IDA-911-G23-M,2026-08-22
IDA-M-CARITAS,IND,India,Country,Administratively Closed,USD,5961184.26,5961184.26,5961184.26,2015-10-01,2017-12-31,https://data.theglobalfund.org/grant/IDA-M-CARITAS,2026-08-22
IDN-102-G02-M-00,IDN,Indonesia,Country,Administratively Closed,USD,19723871.4,19723871.4,19723871.4,2003-07-01,2008-06-30,https://data.theglobalfund.org/grant/IDN-102-G02-M-00,2026-08-22
IDN-607-G06-M,IDN,Indonesia,Country,Administratively Closed,USD,51500456.6,51500456.6,51500456.6,2008-03-01,2013-02-28,https://data.theglobalfund.org/grant/IDN-607-G06-M,2026-08-22
IDN-809-G13-M,IDN,Indonesia,Country,Administratively Closed,USD,12534964.28,12534964.28,12534964.28,2010-01-01,2014-12-31,https://data.theglobalfund.org/grant/IDN-809-G13-M,2026-08-22
IDN-809-G14-M,IDN,Indonesia,Country,Administratively Closed,USD,65613508.08,65613508.08,65613508.08,2010-01-01,2013-02-28,https://data.theglobalfund.org/grant/IDN-809-G14-M,2026-08-22
IDN-M-MOH,IDN,Indonesia,Country,Active,USD,228458388.97,218165714.51,210112717.29,2013-03-01,2026-12-31,https://data.theglobalfund.org/grant/IDN-M-MOH,2026-08-22
IDN-M-PERDHAK,IDN,Indonesia,Country,Active,USD,40701856.67,40466152.38,38564791.31,2015-01-01,2026-12-31,https://data.theglobalfund.org/grant/IDN-M-PERDHAK,2026-08-22
IND-M-NVBDCP,IND,India,Country,Active,USD,256036149.97,249060150.9,208462858.97,2015-10-01,2027-03-31,https://data.theglobalfund.org/grant/IND-M-NVBDCP,2026-08-22
IND-M-TCIF,IND,India,Country,Active,USD,7731826.32,6200510.32,5993080.32,2020-11-30,2027-03-31,https://data.theglobalfund.org/grant/IND-M-TCIF,2026-08-22
IRN-708-G02-M,IRN,Iran (Islamic Republic),Country,Administratively Closed,USD,6897412.79,6897412.79,6897412.79,2008-10-01,2011-09-30,https://data.theglobalfund.org/grant/IRN-708-G02-M,2026-08-22
IRN-M-UNDP,IRN,Iran (Islamic Republic),Country,Administratively Closed,USD,20143587.66,20143587.66,20143587.66,2011-10-01,2017-09-30,https://data.theglobalfund.org/grant/IRN-M-UNDP,2026-08-22
KEN-011-G13-M,KEN,Kenya,Country,Administratively Closed,USD,81882069.63,81882069.63,81882069.63,2012-01-01,2016-12-31,https://data.theglobalfund.org/grant/KEN-011-G13-M,2026-08-22
KEN-011-G14-M,KEN,Kenya,Country,Administratively Closed,USD,11736707,11736707,11736707,2012-02-01,2015-07-31,https://data.theglobalfund.org/grant/KEN-011-G14-M,2026-08-22
KEN-202-G05-M-00,KEN,Kenya,Country,Administratively Closed,USD,3854630.6,3854630.6,3854630.6,2003-10-01,2008-09-30,https://data.theglobalfund.org/grant/KEN-202-G05-M-00,2026-08-22
KEN-405-G06-M,KEN,Kenya,Country,Administratively Closed,USD,154566361.64,154566361.64,154566361.64,2006-02-01,2013-12-31,https://data.theglobalfund.org/grant/KEN-405-G06-M,2026-08-22
KEN-M-AMREF,KEN,Kenya,Country,Active,USD,62780491.07,59085212.73,57030206.2,2015-10-01,2027-06-30,https://data.theglobalfund.org/grant/KEN-M-AMREF,2026-08-22
KEN-M-TNT,KEN,Kenya,Country,Active,USD,240819627.7,237565652.25,198313620.62,2015-10-01,2027-06-30,https://data.theglobalfund.org/grant/KEN-M-TNT,2026-08-22
KGZ-506-G03-M,KGZ,Kyrgyzstan,Country,Administratively Closed,USD,3229176.37,3229176.37,3229176.37,2006-04-01,2011-03-31,https://data.theglobalfund.org/grant/KGZ-506-G03-M,2026-08-22
KGZ-809-G06-M,KGZ,Kyrgyzstan,Country,Administratively Closed,USD,633876.98,633876.98,633876.98,2010-01-01,2011-12-31,https://data.theglobalfund.org/grant/KGZ-809-G06-M,2026-08-22
KGZ-811-G09-M,KGZ,Kyrgyzstan,Country,Administratively Closed,USD,2523402.49,2523402.49,2523402.49,2011-01-01,2014-12-31,https://data.theglobalfund.org/grant/KGZ-811-G09-M,2026-08-22
KHM-202-G03-M-00,KHM,Cambodia,Country,Administratively Closed,USD,9653287.46,9653287.46,9653287.46,2004-01-01,2008-12-31,https://data.theglobalfund.org/grant/KHM-202-G03-M-00,2026-08-22
KHM-202-G13-M,KHM,Cambodia,Country,Administratively Closed,USD,10916537,10916537,10916537,2009-05-01,2012-04-30,https://data.theglobalfund.org/grant/KHM-202-G13-M,2026-08-22
KHM-405-G06-M,KHM,Cambodia,Country,Administratively Closed,USD,9307609.25,9307609.25,9307609.25,2005-09-01,2010-08-31,https://data.theglobalfund.org/grant/KHM-405-G06-M,2026-08-22
KHM-607-G10-M,KHM,Cambodia,Country,Administratively Closed,USD,21492469.15,21492469.15,21492469.15,2008-01-01,2012-12-31,https://data.theglobalfund.org/grant/KHM-607-G10-M,2026-08-22
KHM-M-UNOPS,KHM,Cambodia,Country,Administratively Closed,USD,53670148.13,53670148.13,53670148.13,2013-04-01,2017-12-31,https://data.theglobalfund.org/grant/KHM-M-UNOPS,2026-08-22
LAO-102-G02-M-00,LAO,Lao (Peoples Democratic Republic),Country,Administratively Closed,USD,12709087,12709087,12709087,2003-05-01,2008-05-31,https://data.theglobalfund.org/grant/LAO-102-G02-M-00,2026-08-22
LAO-405-G05-M,LAO,Lao (Peoples Democratic Republic),Country,Administratively Closed,USD,14081341.96,14081341.96,14081341.96,2005-07-01,2010-12-31,https://data.theglobalfund.org/grant/LAO-405-G05-M,2026-08-22
LAO-607-G07-M,LAO,Lao (Peoples Democratic Republic),Country,Administratively Closed,USD,3445230.69,3445230.69,3445230.69,2007-09-01,2012-08-31,https://data.theglobalfund.org/grant/LAO-607-G07-M,2026-08-22
LAO-708-G09-M,LAO,Lao (Peoples Democratic Republic),Country,Administratively Closed,USD,24529285.17,24529285.17,24529285.17,2008-07-01,2015-12-31,https://data.theglobalfund.org/grant/LAO-708-G09-M,2026-08-22
LAO-M-GFMOH,LAO,Lao (Peoples Democratic Republic),Country,In Closure,USD,8657697.93,8657697.93,8657697.93,2016-01-01,2017-12-31,https://data.theglobalfund.org/grant/LAO-M-GFMOH,2026-08-22
LBR-304-G03-M,LBR,Liberia,Country,Administratively Closed,USD,11858379.23,11858379.23,11858379.23,2004-12-01,2007-02-28,https://data.theglobalfund.org/grant/LBR-304-G03-M,2026-08-22
LBR-708-G05-M,LBR,Liberia,Country,Administratively Closed,USD,18967158.19,18967158.19,18967158.19,2008-06-01,2011-05-31,https://data.theglobalfund.org/grant/LBR-708-G05-M,2026-08-22
LBR-M-CRS,LBR,Liberia,Country,Active,USD,60015311.71,37517382.27,32252693.01,2022-08-09,2027-06-30,https://data.theglobalfund.org/grant/LBR-M-CRS,2026-08-22
LBR-M-MOH,LBR,Liberia,Country,In Closure,USD,74815913.83,74815913.83,74815913.83,2011-06-01,2022-06-30,https://data.theglobalfund.org/grant/LBR-M-MOH,2026-08-22
LBR-M-PII,LBR,Liberia,Country,In Closure,USD,63920571.7,63920571.7,63920571.7,2011-06-01,2024-06-30,https://data.theglobalfund.org/grant/LBR-M-PII,2026-08-22
LKA-102-G01-M-00,LKA,Sri Lanka,Country,Administratively Closed,USD,2077223,2077223,2077223,2003-03-01,2009-02-28,https://data.theglobalfund.org/grant/LKA-102-G01-M-00,2026-08-22
LKA-405-G05-M,LKA,Sri Lanka,Country,Administratively Closed,USD,1959784.74,1959784.74,1959784.74,2005-10-01,2010-09-30,https://data.theglobalfund.org/grant/LKA-405-G05-M,2026-08-22
LKA-405-G06-M,LKA,Sri Lanka,Country,Administratively Closed,USD,1144603.57,1144603.57,1144603.57,2005-10-01,2010-09-30,https://data.theglobalfund.org/grant/LKA-405-G06-M,2026-08-22
LKA-809-G11-M,LKA,Sri Lanka,Country,Administratively Closed,USD,8524870.47,8524870.47,8524870.47,2009-09-01,2014-08-31,https://data.theglobalfund.org/grant/LKA-809-G11-M,2026-08-22
LKA-M-MOH,LKA,Sri Lanka,Country,Administratively Closed,USD,7692872.88,7692872.88,7692872.88,2016-01-01,2021-12-31,https://data.theglobalfund.org/grant/LKA-M-MOH,2026-08-22
MAF-202-G01-M-00,MCSEAF,Multicountry SEAF RMCC,Multicountry,Administratively Closed,USD,28281060.01,28281060.01,28281060.01,2003-08-01,2013-06-30,https://data.theglobalfund.org/grant/MAF-202-G01-M-00,2026-08-22
MAL-607-G04-M,MLI,Mali,Country,Administratively Closed,USD,2124528.18,2124528.18,2124528.18,2007-11-01,2012-12-31,https://data.theglobalfund.org/grant/MAL-607-G04-M,2026-08-22
MAL-607-G05-M,MLI,Mali,Country,Administratively Closed,USD,10096655.79,10096655.79,10096655.79,2007-09-01,2010-12-03,https://data.theglobalfund.org/grant/MAL-607-G05-M,2026-08-22
MDG-102-G01-M-00,MDG,Madagascar,Country,Administratively Closed,USD,1872363,1872363,1872363,2003-02-01,2005-07-31,https://data.theglobalfund.org/grant/MDG-102-G01-M-00,2026-08-22
MDG-304-G05-M,MDG,Madagascar,Country,Administratively Closed,USD,9901413.59,9901413.59,9901413.59,2004-11-01,2010-04-30,https://data.theglobalfund.org/grant/MDG-304-G05-M,2026-08-22
MDG-405-G06-M,MDG,Madagascar,Country,Administratively Closed,USD,21446655.09,21446655.09,21446655.09,2005-04-01,2008-09-30,https://data.theglobalfund.org/grant/MDG-405-G06-M,2026-08-22
MDG-405-G07-M,MDG,Madagascar,Country,Administratively Closed,USD,64926218.55,64926218.55,64926218.55,2005-03-01,2014-02-28,https://data.theglobalfund.org/grant/MDG-405-G07-M,2026-08-22
MDG-708-G09-M,MDG,Madagascar,Country,Administratively Closed,USD,27639977.53,27639977.53,27639977.53,2008-10-01,2014-06-30,https://data.theglobalfund.org/grant/MDG-708-G09-M,2026-08-22
MDG-708-G10-M,MDG,Madagascar,Country,Administratively Closed,USD,15767215.25,15767215.25,15767215.25,2008-12-01,2013-11-30,https://data.theglobalfund.org/grant/MDG-708-G10-M,2026-08-22
MDG-910-G15-M,MDG,Madagascar,Country,Administratively Closed,USD,1497309.78,1497309.78,1497309.78,2010-05-01,2013-03-31,https://data.theglobalfund.org/grant/MDG-910-G15-M,2026-08-22
MDG-910-G16-M,MDG,Madagascar,Country,Administratively Closed,USD,15650524.28,15650524.28,15650524.28,2010-10-01,2013-03-31,https://data.theglobalfund.org/grant/MDG-910-G16-M,2026-08-22
MDG-910-G17-M,MDG,Madagascar,Country,Administratively Closed,USD,10352983.98,10352983.98,10352983.98,2010-10-01,2013-06-30,https://data.theglobalfund.org/grant/MDG-910-G17-M,2026-08-22
MDG-910-G18-M,MDG,Madagascar,Country,Administratively Closed,USD,7066754.06,7066754.06,7066754.06,2010-10-01,2013-03-31,https://data.theglobalfund.org/grant/MDG-910-G18-M,2026-08-22
MDG-910-G19-M,MDG,Madagascar,Country,Administratively Closed,USD,20453977.39,20453977.39,20453977.39,2010-10-01,2015-09-30,https://data.theglobalfund.org/grant/MDG-910-G19-M,2026-08-22
MDG-M-MOH,MDG,Madagascar,Country,Administratively Closed,USD,21111326.28,21111326.28,21111326.28,2016-07-01,2021-06-30,https://data.theglobalfund.org/grant/MDG-M-MOH,2026-08-22
MDG-M-PSI,MDG,Madagascar,Country,Active,USD,214846810.54,212396450.32,211795053.74,2014-07-01,2026-12-31,https://data.theglobalfund.org/grant/MDG-M-PSI,2026-08-22
MLI-102-G01-M-00,MLI,Mali,Country,Administratively Closed,USD,2592316,2592316,2592316,2003-12-01,2007-04-30,https://data.theglobalfund.org/grant/MLI-102-G01-M-00,2026-08-22
MLI-M-CRS,MLI,Mali,Country,Active,USD,149211067.48,137514412,120404756.21,2021-06-16,2027-12-31,https://data.theglobalfund.org/grant/MLI-M-CRS,2026-08-22
MLI-M-PSI,MLI,Mali,Country,Administratively Closed,USD,170985642.89,170485661.8,170485661.8,2013-04-01,2021-12-31,https://data.theglobalfund.org/grant/MLI-M-PSI,2026-08-22
MLW-708-G05-M,MWI,Malawi,Country,Administratively Closed,USD,56412590.6,56412590.6,56412590.6,2009-01-01,2015-06-30,https://data.theglobalfund.org/grant/MLW-708-G05-M,2026-08-22
MLW-911-G08-M,MWI,Malawi,Country,Administratively Closed,USD,63741085.87,63741085.87,63741085.87,2011-01-01,2015-12-31,https://data.theglobalfund.org/grant/MLW-911-G08-M,2026-08-22
MMR-305-G03-M,MMR,Myanmar,Country,Administratively Closed,USD,2169078.93,2169078.93,2169078.93,2005-04-01,2007-03-31,https://data.theglobalfund.org/grant/MMR-305-G03-M,2026-08-22
MMR-M-SCF,MMR,Myanmar,Country,Administratively Closed,USD,37600097.12,37600097.12,37600097.12,2011-01-01,2017-12-31,https://data.theglobalfund.org/grant/MMR-M-SCF,2026-08-22
